gene	Bime201829425463	Christie201222295056	GuillenGuio202031982041	Meyer201121257790	Meyer201323449693	Tejera201223048207	Shortt201425372662	Bowler200414742308	Chang200818658106	Chen201324041686	Mirchandani202235624205_prot	Nguyen201323505561	Ren201627565730	Dolinay201222461369	Howrylak200919174476	Juss201627064380	Kangelaris201525795726	Kovach201525849954	Lu201729151698	Mirchandani202235624205_trans	Morrell201829769438	Wang200818203972	Zhu201728856588	Englert201930665420	Scheller201930239899	Zhang202133747181	Zhang202235804020	Jiang202032554932	maic_score	contributors
FABP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2907924143359066	0.0	0.0	1.2641370596365	0.0	0.0	0.0	0.0	0.0	1.531427307186869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.8222197215227753	PROTEOMICS/MASSSPEC: Chang200818658106, TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
IGHG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2345773684294516	0.0	0.0	0.0	1.260800292858497	1.5225216715306307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7833219643891276	PROTEOMICS/MASSSPEC: Nguyen201323505561, PROTEOMICS/OTHER: Ren201627565730
APOA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2631171596615158	1.519164246110292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.782281405771808	PROTEOMICS/MASSSPEC: Nguyen201323505561, PROTEOMICS/OTHER: Ren201627565730
HP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2345773684294516	0.0	1.3724952236927241	0.0	1.2970213818038543	0.0	0.0	0.0	1.0647913236509052	1.2993777570927516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.6718729807854755	PROTEOMICS/MASSSPEC: Chen201324041686, TRANSCRIPTOMICS/MICROARRAY: Kangelaris201525795726
EZR	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3416752194061032	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3165671996166048	2.658242419022708	TRANSCRIPTOMICS/SCRNASEQ: Jiang202032554932, PROTEOMICS/MASSSPEC: Nguyen201323505561
NAMPT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2721953781984512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3772022515414564	2.6493976297399078	TRANSCRIPTOMICS/SCRNASEQ: Jiang202032554932, PROTEOMICS/MASSSPEC: Nguyen201323505561
IGHM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2798799306360358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3319957414419572	2.6118756720779928	TRANSCRIPTOMICS/SCRNASEQ: Jiang202032554932, PROTEOMICS/MASSSPEC: Nguyen201323505561
APOC2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3724953436927243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.205319425173412	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.577814768866136	PROTEOMICS/MASSSPEC: Chen201324041686, TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
HLA-DRB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.053839458984103	0.0	1.2097135150063039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3632678193115768	2.5729813343178805	TRANSCRIPTOMICS/SCRNASEQ: Jiang202032554932, TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
LCN2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2676967277599185	0.0	0.0	0.0	1.0505080042629558	1.3048375373735233	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5725342651334415	TRANSCRIPTOMICS/MICROARRAY: Kangelaris201525795726, PROTEOMICS/MASSSPEC: Nguyen201323505561
BPI	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2611753355340383	0.0	0.0	0.0	0.0	1.3102973176542947	1.2020160160127478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5714726531883327	TRANSCRIPTOMICS/MICROARRAY: Kangelaris201525795726, PROTEOMICS/MASSSPEC: Nguyen201323505561
LRG1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3724952936927242	0.0	0.0	0.0	0.0	0.0	1.0580135546893519	0.0	1.1972235393274477	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.569718833020172	PROTEOMICS/MASSSPEC: Chen201324041686, TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
HSPG2	0.0	0.0	0.0	0.0	0.0	1.2386108281390875	0.0	0.0	1.2900497977544427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5286606258935302	PROTEOMICS/MASSSPEC: Chang200818658106, GWAS/GENOTYPING: Tejera201223048207
GZMA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1860492238877187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3337101823618969	2.519759406249616	TRANSCRIPTOMICS/SCRNASEQ: Jiang202032554932, TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
ANXA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2913865076010775	0.0	0.0	0.0	0.0	0.0	0.0	1.0553619664768317	0.0	1.2065758705615155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.497962378162593	PROTEOMICS/MASSSPEC: Chang200818658106, TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
S100A8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2882675179589296	0.0	0.0	1.3047895370138172	0.0	0.0	0.0	0.0	0.0	1.192007852321732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.496797389335549	PROTEOMICS/MASSSPEC: Nguyen201323505561, TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
RBP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2885645645915151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2012371757267655	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4898017403182804	PROTEOMICS/MASSSPEC: Chang200818658106, TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954
BASP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.275700910903463	0.0	0.0	0.0	0.0	0.0	1.1872905984388518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4629915093423147	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954, PROTEOMICS/MASSSPEC: Nguyen201323505561
ITGAM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2794662334327642	0.0	0.0	0.0	1.0639032094030483	0.0	1.1833182007443048	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.462784434177069	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954, PROTEOMICS/MASSSPEC: Nguyen201323505561
NCF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.259336804298972	0.0	0.0	0.0	0.0	0.0	1.2009812982035137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4603181025024856	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954, PROTEOMICS/MASSSPEC: Nguyen201323505561
PTPRC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2625219276624702	0.0	0.0	0.0	0.0	0.0	1.1900216275566184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.452543555219089	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954, PROTEOMICS/MASSSPEC: Nguyen201323505561
CCL5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0790987955681182	0.0	0.0	0.0	0.0	0.0	1.3716104117229302	2.450709207291048	TRANSCRIPTOMICS/SCRNASEQ: Jiang202032554932, TRANSCRIPTOMICS/MICROARRAY: Wang200818203972
CXCR1	0.0	0.0	0.0	0.0	0.0	1.2386108381390875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2046143052608695	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.443225143399957	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954, GWAS/GENOTYPING: Tejera201223048207
NKG7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0699685393185316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.367169812268318	2.4371383515868494	TRANSCRIPTOMICS/SCRNASEQ: Jiang202032554932, TRANSCRIPTOMICS/MICROARRAY: Mirchandani202235624205_trans
HLA-DPB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0615043148140424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.365174386876827	2.4266787016908693	TRANSCRIPTOMICS/SCRNASEQ: Jiang202032554932, TRANSCRIPTOMICS/MICROARRAY: Juss201627064380
CD74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0519753607147102	0.0	0.0	0.0	0.0	0.0	1.0790985455681181	0.0	0.0	0.0	0.0	0.0	1.3457185006914114	2.4248170462595295	TRANSCRIPTOMICS/SCRNASEQ: Jiang202032554932, TRANSCRIPTOMICS/MICROARRAY: Wang200818203972
HLA-DPA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0670840664041361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3543426683929762	2.4214267347971123	TRANSCRIPTOMICS/SCRNASEQ: Jiang202032554932, TRANSCRIPTOMICS/MICROARRAY: Juss201627064380
FCGR1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2169994951813659	0.0	0.0	0.0	0.0	1.0521887871788287	0.0	1.199969015589418	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.4169685107707837	TRANSCRIPTOMICS/MICROARRAY: Kovach201525849954, PROTEOMICS/MASSSPEC: Mirchandani202235624205_prot
HLA-DRA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.052666051739186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.352608738333792	2.405274790072978	TRANSCRIPTOMICS/SCRNASEQ: Jiang202032554932, TRANSCRIPTOMICS/MICROARRAY: Juss201627064380
CST7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.051748482974635	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3474370461119565	2.3991855290865916	TRANSCRIPTOMICS/SCRNASEQ: Jiang202032554932, TRANSCRIPTOMICS/MICROARRAY: Juss201627064380
GAPDH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3295644645075366	0.0	0.0	0.0	1.0672351879403652	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3967996524479016	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
KLRB1	0.0	1.063875983471594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.330281365789776	2.39415734926137	GWAS/GENOTYPING: Christie201222295056, TRANSCRIPTOMICS/SCRNASEQ: Jiang202032554932
MUC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3168779364755372	0.0	0.0	0.0	1.0667856983962067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.383663634871744	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
ARPC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.292668942632088	0.0	0.0	1.0771386286015192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3698075712336073	TRANSCRIPTOMICS/MICROARRAY: Howrylak200919174476, PROTEOMICS/MASSSPEC: Nguyen201323505561
RALGAPA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3098820978349073	0.0	0.0	0.0	1.0591452347091783	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3690273325440856	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
ANXA2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.318148974092252	0.0	0.0	0.0	1.0502015300925938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.368350504184846	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
SELENBP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2844707120579817	0.0	0.0	0.0	1.0501895036891669	0.0	0.0	0.0	0.0	0.0	1.079098735568118	0.0	0.0	0.0	0.0	0.0	0.0	2.3635694476260998	TRANSCRIPTOMICS/MICROARRAY: Wang200818203972, PROTEOMICS/MASSSPEC: Nguyen201323505561
ANXA1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2901983210707355	0.0	0.0	1.2716153265731325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0699685393185316	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.360166860389267	PROTEOMICS/MASSSPEC: Chang200818658106, TRANSCRIPTOMICS/MICROARRAY: Mirchandani202235624205_trans
HSPA1A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.27023005787448	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.079099435568118	0.0	0.0	0.0	0.0	0.0	0.0	2.349329493442598	PROTEOMICS/MASSSPEC: Nguyen201323505561, TRANSCRIPTOMICS/MICROARRAY: Wang200818203972
HSP90B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2876915745298823	0.0	0.0	0.0	1.0592553758646792	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3469469503945612	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
CD59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2962543645295157	0.0	0.0	0.0	1.0505398775745962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.346794242104112	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
PPIA	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28990127443815	0.0	0.0	1.2740362179715834	0.0	0.0	0.0	1.0513932647193338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3412945391574835	PROTEOMICS/MASSSPEC: Chang200818658106, TRANSCRIPTOMICS/MICROARRAY: Juss201627064380
PSME2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2617456710547006	0.0	0.0	0.0	1.0502191328053039	0.0	0.0	0.0	0.0	0.0	1.0790986155681181	0.0	0.0	0.0	0.0	0.0	0.0	2.3408442866228185	TRANSCRIPTOMICS/MICROARRAY: Wang200818203972, PROTEOMICS/MASSSPEC: Nguyen201323505561
CNDP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.265413477978574	0.0	0.0	0.0	1.0676445972212416	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3330580751998156	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
MMP9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2689275237496598	0.0	0.0	0.0	1.059854818931155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3287823426808147	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
STOM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2621314322794888	0.0	0.0	0.0	1.0663957820486292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.328527214328118	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
PKM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2588013726298808	0.0	0.0	0.0	1.0693795433334277	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3281809159633085	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
STAT1	0.0	0.0	0.0	1.2490242097936846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0790994555681181	0.0	0.0	0.0	0.0	0.0	0.0	2.3281236653618027	GWAS/GENOTYPING: Meyer201121257790, TRANSCRIPTOMICS/MICROARRAY: Wang200818203972
PRDX6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2669886631686298	0.0	0.0	0.0	1.0610685894721805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3280572526408103	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
RAB10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2656324532167817	0.0	0.0	0.0	1.0618507242519954	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3274831774687774	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
EIF4A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.274359016066347	0.0	0.0	0.0	1.050302842537314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.324661858603661	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
YWHAH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2710505198895867	0.0	0.0	0.0	1.0501878051568811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.321238325046468	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
SLC2A3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2658533501306166	0.0	0.0	0.0	1.053423632514177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.3192769826447934	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Nguyen201323505561
PDE4B	0.0	0.0	0.0	0.0	0.0	1.2386109481390877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0510377535691287	0.0	0.0	0.0	0.0	0.0	1.079098565568118	0.0	0.0	0.0	0.0	0.0	0.0	2.317709513707206	TRANSCRIPTOMICS/MICROARRAY: Wang200818203972, GWAS/GENOTYPING: Tejera201223048207
PRKAG2	0.0	0.0	0.0	0.0	0.0	1.2386109181390876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0595363229365742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.298147241075662	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, GWAS/GENOTYPING: Tejera201223048207
CD36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2169994951813659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.079098665568118	0.0	0.0	0.0	0.0	0.0	0.0	2.2960981607494837	PROTEOMICS/MASSSPEC: Mirchandani202235624205_prot, TRANSCRIPTOMICS/MICROARRAY: Wang200818203972
PARVB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2169994951813659	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.079098475568118	0.0	0.0	0.0	0.0	0.0	0.0	2.296097970749484	PROTEOMICS/MASSSPEC: Mirchandani202235624205_prot, TRANSCRIPTOMICS/MICROARRAY: Wang200818203972
FAAH	0.0	0.0	0.0	0.0	0.0	1.2386109781390877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.054233593691611	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.292844571830699	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, GWAS/GENOTYPING: Tejera201223048207
IRAK3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2169994951813659	0.0	0.0	0.0	0.0	1.0728268124204021	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.2898263076017678	TRANSCRIPTOMICS/MICROARRAY: Juss201627064380, PROTEOMICS/MASSSPEC: Mirchandani202235624205_prot
